Date,LastPrice,PriceEarningsRatio,ReturnonCapital,Volatility30Day,CurrentMarketCap,RSI14Day,OverridableRawBeta,sector_CommunicationServices,sector_ConsumerDiscretion,sector_ConsumerStaple,sector_Energy,sector_Financial,sector_HealthCare,sector_IT,sector_Industrial,sector_Material,sector_RealEstate,sector_Utilities
20220613,0.1296494595413678,0.0008467595030351338,0.5297794862570131,0.1911934408677329,0.2536328788755478,0.2127799386586198,0.8126043942085182,0,0,0,0,1,0,0,0,0,0,0
20220610,0.13500016836717513,0.0009337817885865752,0.5297794862570131,0.1825142187823707,0.262523435889396,0.2682987659605375,0.8167837772616883,0,0,0,0,1,0,0,0,0,0,0
20220609,0.14187965114321313,0.0010456675842955522,0.5297794862570131,0.18043755188801813,0.274037984404085,0.35827245091403614,0.8190927835249745,0,0,0,0,1,0,0,0,0,0,0
20220608,0.14691719702326833,0.0011275966838455694,0.5297794862570131,0.17526952399049786,0.2823945791348567,0.442487456895891,0.8195850188525625,0,0,0,0,1,0,0,0,0,0,0
20220607,0.1502677038084655,0.0011820882975168514,0.5297794862570131,0.17176347679015766,0.2879943576602608,0.5086538413716591,0.8186239455853016,0,0,0,0,1,0,0,0,0,0,0
20220606,0.14892413375088392,0.0011602368866074496,0.5297794862570131,0.17886901089191118,0.2857675842532867,0.48321241015770444,0.8189520684523256,0,0,0,0,1,0,0,0,0,0,0
20220603,0.14817995083678484,0.0011481337241739343,0.5297794862570131,0.1786525764421873,0.28459870999813147,0.46931293239574323,0.8186190685029016,0,0,0,0,1,0,0,0,0,0,0
20220602,0.15121055998922447,0.0011974226209620206,0.5297794862570131,0.18636393590446315,0.28965283243955264,0.526966757833998,0.8221161165636425,0,0,0,0,1,0,0,0,0,0,0
20220601,0.14845607300400712,0.0011526244903257259,0.5297794862570131,0.18518601003005425,0.28495450935666855,0.47839997879474383,0.8218119488770516,0,0,0,0,1,0,0,0,0,0,0
20220531,0.15176953901067447,0.0012065136841474008,0.5297794862570131,0.18376400743164076,0.2905004689835409,0.5436198158043569,0.8208971940798928,0,0,0,0,1,0,0,0,0,0,0
20220530,0.15176953901067447,0.0012174120068816521,0.5297794862570131,0.18376400743164076,0.29150367204765937,0.5436198158043569,0.8208971940798928,0,0,0,0,1,0,0,0,0,0,0
20220527,0.15243964036771393,0.0012174120068816521,0.5297794862570131,0.18638364445433026,0.29150367204765937,0.5573041022757731,0.8227298342471406,0,0,0,0,1,0,0,0,0,0,0
20220526,0.1489510724989056,0.0011606750101344617,0.5297794862570131,0.18261043341179709,0.28574764325730223,0.49984780222843184,0.8288599138742397,0,0,0,0,1,0,0,0,0,0,0
20220525,0.14465434218944676,0.0010907943075771122,0.5297794862570131,0.17592114361752084,0.27837951086979185,0.4185030951846641,0.8282086045942256,0,0,0,0,1,0,0,0,0,0,0
20220524,0.14313567026972424,0.0010660950937421958,0.5297794862570131,0.1744360069810345,0.2756571436628578,0.38710934031156863,0.8281642593768506,0,0,0,0,1,0,0,0,0,0,0
20220523,0.1435835269555847,0.0010733788973786547,0.5297794862570131,0.17507092960380247,0.2764586838075416,0.39411285291186626,0.8282277528947032,0,0,0,0,1,0,0,0,0,0,0
20220520,0.1376334309862949,0.0009766083633513532,0.5297794862570131,0.15821423576988394,0.2664109043935009,0.26378718623029496,0.8332961650442336,0,0,0,0,1,0,0,0,0,0,0
20220519,0.1378556756574738,0.000980222882449146,0.5297794862570131,0.1609470422340959,0.26678785208997313,0.26657722182762267,0.834030740351925,0,0,0,0,1,0,0,0,0,0,0
20220518,0.13914536821901202,0.0010011980463045232,0.5297794862570131,0.1610171864822493,0.26893055899170143,0.2822162678864679,0.8357470958754644,0,0,0,0,1,0,0,0,0,0,0
20220517,0.1444859750143112,0.001088056035533318,0.5297794862570131,0.1530187302796497,0.277840779234042,0.3537229520788786,0.843904749660136,0,0,0,0,1,0,0,0,0,0,0
20220516,0.1394821025692831,0.001006674590392085,0.5297794862570131,0.13969294671507806,0.26939320563262625,0.23553608922119748,0.8419303016749947,0,0,0,0,1,0,0,0,0,0,0
20220513,0.1409401623059568,0.0010303880262912562,0.5297794862570131,0.13954790323810312,0.2719123675146597,0.25373986209759447,0.8463702404052343,0,0,0,0,1,0,0,0,0,0,0
20220512,0.13841128733542107,0.0009892591801936275,0.5297794862570131,0.134529151015107,0.26759970881881456,0.18880819456665063,0.8484506105572959,0,0,0,0,1,0,0,0,0,0,0
20220511,0.139727918644981,0.0010106724675760168,0.5297794862570131,0.13937204346176646,0.26973348479008674,0.202863070819068,0.8493029771446322,0,0,0,0,1,0,0,0,0,0,0
20220510,0.14161363100649896,0.0010413411144663807,0.5297794862570131,0.13911430389867038,0.2729534248300139,0.22323474680084757,0.8496528914964274,0,0,0,0,1,0,0,0,0,0,0
20220509,0.14312556823921607,0.0010659307974195502,0.5297794862570131,0.13991930028813787,0.27556995491925534,0.23981290124288443,0.8494214663939517,0,0,0,0,1,0,0,0,0,0,0
20220506,0.14790046132605988,0.0011435883562229614,0.5298337604937802,0.13397347363090328,0.28380261502856713,0.29702097960037865,0.8511964762672813,0,0,0,0,1,0,0,0,0,0,0
20220505,0.14930464356669024,0.0011664255512127803,0.5297642331820094,0.1382814145084003,0.28631239754128196,0.31536163585764254,0.8526959959550029,0,0,0,0,1,0,0,0,0,0,0
20220504,0.15518065797892044,0.0012645296756806671,0.529426121731194,0.129383658909285,0.29628999300310993,0.4018326222027965,0.8564483012048032,0,0,0,0,1,0,0,0,0,0,0
20220503,0.14927433747516583,0.0011708785372693572,0.5285599123066899,0.11525566134616547,0.2866719657336069,0.26279700723424815,0.8584241760705595,0,0,0,0,1,0,0,0,0,0,0
20220502,0.1468363807792033,0.0011239782932042277,0.5232180468619126,0.11732895276770194,0.2824730119902324,0.19455777548592082,0.8582297296453324,0,0,0,0,1,0,0,0,0,0,0
20220429,0.14679597265717076,0.0009541500547152917,0.5434980851944448,0.11715183588979211,0.2821680006562392,0.19342454004190904,0.8610794182248173,0,0,0,0,1,0,0,0,0,0,0
20220428,0.15361484325015995,0.0010589974836206586,0.5434980851944448,0.10063603613267869,0.2938000283520532,0.28299596613768463,0.8619790271130275,0,0,0,0,1,0,0,0,0,0,0
20220427,0.1510522948445971,0.0010195955609554781,0.5434980851944448,0.10024070894054718,0.2895690708026255,0.20777974726861395,0.8643149409239713,0,0,0,0,1,0,0,0,0,0,0
20220426,0.15125433545475975,0.0010227021514415528,0.5434980851944448,0.11702530723672971,0.28998001308387134,0.2103776228548261,0.8643749777061259,0,0,0,0,1,0,0,0,0,0,0
20220425,0.15642320773142065,0.0011021790913772296,0.5434980851944448,0.11005921853780451,0.29871572291365633,0.28375457852308195,0.8658660322147075,0,0,0,0,1,0,0,0,0,0,0
20220422,0.1560898407246523,0.001097053217075206,0.5434980851944448,0.11281587272161436,0.2981890826000484,0.27434576878728656,0.8701071187897943,0,0,0,0,1,0,0,0,0,0,0
20220421,0.16235309963969424,0.001193357522143823,0.5434980851944448,0.09664321990836117,0.3088257886818686,0.3853692527460504,0.8683622866997266,0,0,0,0,1,0,0,0,0,0,0
20220420,0.1656093208068155,0.001243425405477911,0.5434980851944448,0.09300254780999873,0.314348628997353,0.4602260943746227,0.867414554434302,0,0,0,0,1,0,0,0,0,0,0
20220419,0.16416473044415258,0.001221213283502387,0.5434980851944448,0.11382582929619325,0.3118795276626702,0.42198793579416416,0.867624611635352,0,0,0,0,1,0,0,0,0,0,0
20220418,0.16142371283294607,0.0011790672059078492,0.5434980851944448,0.11239977896455819,0.30709245416675823,0.343011653729015,0.8686762915454399,0,0,0,0,1,0,0,0,0,0,0
20220415,0.16142371283294607,0.001159599238861709,0.5434980851944448,0.11239977896455819,0.30516989707694236,0.343011653729015,0.8686762915454399,0,0,0,0,1,0,0,0,0,0,0
20220414,0.16015759167592686,0.001159599238861709,0.5434980851944448,0.13498744041385413,0.30516989707694236,0.303555299914836,0.8779522828812693,0,0,0,0,1,0,0,0,0,0,0
20220413,0.1623362629221807,0.0011930986396033144,0.5434980851944448,0.1390904612959068,0.3088474690525348,0.3462750291110609,0.868684491204584,0,0,0,0,1,0,0,0,0,0,0
20220412,0.16250463009731622,0.001195687465008398,0.5434980851944448,0.13917526332002314,0.30880695116446716,0.34962427002852803,0.8704668027612618,0,0,0,0,1,0,0,0,0,0,0
20220411,0.16475738290062966,0.0012303259489282454,0.5434980851944448,0.14677502170175816,0.3126006590776583,0.39498597164407745,0.8701032414297655,0,0,0,0,1,0,0,0,0,0,0
