Date,SnP_Close,SnP_Volume,VIX,formatted_date,3MTbill,wti
26/8/2021,4470,3263980000,18.84,20210826,0.05,67.42
27/8/2021,4509.37,3331200000,16.39,20210827,0.05,68.84
30/8/2021,4528.79,3168660000,16.19,20210830,0.05,69.28
31/8/2021,4522.68,4290710000,16.48,20210831,0.04,68.43
9/1/2021,4524.09,4057340000,16.11,20210901,0.05,68.63
9/2/2021,4536.95,3735990000,16.41,20210902,0.05,70.07
9/3/2021,4535.43,3217530000,16.41,20210903,0.05,69.34
9/7/2021,4520.03,3822960000,18.14,20210907,0.05,68.49
9/8/2021,4514.07,3750880000,17.96,20210908,0.05,69.36
9/9/2021,4493.28,3735390000,18.8,20210909,0.04,68.26
9/10/2021,4458.58,3623180000,20.95,20210910,0.05,69.82
13/9/2021,4468.73,3914220000,19.37,20210913,0.06,70.54
14/9/2021,4443.05,3670460000,19.46,20210914,0.04,70.53
15/9/2021,4480.7,4032020000,18.18,20210915,0.04,72.59
16/9/2021,4473.75,3984560000,18.69,20210916,0.04,72.69
17/9/2021,4432.99,7289530000,20.81,20210917,0.04,72.09
20/9/2021,4357.73,4898070000,25.71,20210920,0.04,70.41
21/9/2021,4354.19,3920920000,24.36,20210921,0.03,70.51
22/9/2021,4395.64,3939170000,20.87,20210922,0.03,72.37
23/9/2021,4448.98,3916350000,18.63,20210923,0.03,73.43
24/9/2021,4455.48,3384290000,17.75,20210924,0.03,74.18
27/9/2021,4443.11,4058650000,18.76,20210927,0.04,75.54
28/9/2021,4352.63,4416550000,23.25,20210928,0.04,75.44
29/9/2021,4359.46,3712660000,22.56,20210929,0.04,75.06
30/9/2021,4307.54,4448140000,23.14,20210930,0.04,75.22
10/1/2021,4357.04,4010370000,21.1,20211001,0.04,76.01
10/4/2021,4300.46,4307870000,22.96,20211004,0.04,77.68
10/5/2021,4345.72,3902890000,21.3,20211005,0.04,79.17
10/6/2021,4363.55,4009630000,21,20211006,0.04,77.66
10/7/2021,4399.76,3843740000,19.54,20211007,0.05,78.46
10/8/2021,4391.34,3280160000,18.77,20211008,0.05,79.55
10/11/2021,4361.19,3281970000,20,20211011,0.05,80.64
10/12/2021,4350.65,3558450000,19.85,20211012,0.06,80.75
13/10/2021,4363.8,3620070000,18.64,20211013,0.05,80.67
14/10/2021,4438.26,3598280000,16.86,20211014,0.05,81.43
15/10/2021,4471.37,3819380000,16.3,20211015,0.05,82.39
18/10/2021,4486.46,3662010000,16.31,20211018,0.06,82.62
19/10/2021,4519.63,3459130000,15.7,20211019,0.05,83.19
20/10/2021,4536.19,3670760000,15.49,20211020,0.05,84.4
21/10/2021,4549.78,3822330000,15.01,20211021,0.06,82.64
22/10/2021,4544.9,3758220000,15.43,20211022,0.06,84.53
25/10/2021,4566.48,3899400000,15.24,20211025,0.06,84.64
26/10/2021,4574.79,3879740000,15.98,20211026,0.06,85.64
27/10/2021,4551.68,4226050000,16.98,20211027,0.06,82.66
28/10/2021,4596.42,4132950000,16.53,20211028,0.06,82.78
29/10/2021,4605.38,4510200000,16.26,20211029,0.05,83.5
11/1/2021,4613.67,3971540000,16.41,20211101,0.05,84.08
11/2/2021,4630.65,3975250000,16.03,20211102,0.05,83.91
11/3/2021,4660.57,4319660000,15.1,20211103,0.05,80.82
11/4/2021,4680.06,4462300000,15.44,20211104,0.04,78.88
11/5/2021,4697.53,4467180000,16.48,20211105,0.05,81.25
11/8/2021,4701.7,4269710000,17.22,20211108,0.06,81.96
11/9/2021,4685.25,4117080000,17.78,20211109,0.04,84.12
11/10/2021,4646.71,4503720000,18.73,20211110,0.05,81.23
11/11/2021,4649.27,3926870000,17.66,20211111,0.05,81.47
11/12/2021,4682.85,3728600000,16.29,20211112,0.05,80.87
15/11/2021,4682.8,3488410000,16.49,20211115,0.05,80.85
16/11/2021,4700.9,3972640000,16.37,20211116,0.05,80.76
17/11/2021,4688.67,3969070000,17.11,20211117,0.05,78.32
18/11/2021,4704.54,4226410000,17.59,20211118,0.05,78.92
19/11/2021,4697.96,4253180000,17.91,20211119,0.05,76.11
22/11/2021,4682.94,4441100000,19.17,20211122,0.05,76.74
23/11/2021,4690.7,4277590000,19.38,20211123,0.06,78.32
24/11/2021,4701.46,3418430000,18.58,20211124,0.06,78.32
26/11/2021,4594.62,3517700000,28.62,20211126,0.06,78.32
29/11/2021,4655.27,4336410000,22.96,20211129,0.06,69.88
30/11/2021,4567,6625990000,27.19,20211130,0.05,66.14
12/1/2021,4513.04,5366730000,31.12,20211201,0.06,65.44
12/2/2021,4577.1,5077180000,27.95,20211202,0.05,66.6
12/3/2021,4538.43,5240070000,30.67,20211203,0.06,66.39
12/6/2021,4591.67,4770800000,27.18,20211206,0.06,69.62
12/7/2021,4686.75,4492400000,21.89,20211207,0.06,71.94
12/8/2021,4701.21,4234600000,19.9,20211208,0.07,72.43
12/9/2021,4667.45,3903840000,21.58,20211209,0.06,70.87
12/10/2021,4712.02,3870110000,18.69,20211210,0.06,71.71
13/12/2021,4668.97,4397230000,20.31,20211213,0.05,71.19
14/12/2021,4634.09,4485430000,21.89,20211214,0.05,70.57
15/12/2021,4709.85,4910130000,19.29,20211215,0.06,70.89
16/12/2021,4668.67,4829500000,20.57,20211216,0.05,72.34
17/12/2021,4620.64,7987090000,21.57,20211217,0.05,70.93
20/12/2021,4568.02,4635700000,22.87,20211220,0.07,68.69
21/12/2021,4649.23,4072430000,21.01,20211221,0.07,71.1
22/12/2021,4696.56,3319610000,18.63,20211222,0.08,72.82
23/12/2021,4725.79,2913040000,17.96,20211223,0.08,73.89
27/12/2021,4791.19,2770290000,17.68,20211227,0.06,75.49
28/12/2021,4786.35,2707920000,17.54,20211228,0.06,76.01
29/12/2021,4793.06,2963310000,16.95,20211229,0.05,76.58
30/12/2021,4778.73,3124950000,17.33,20211230,0.05,76.83
